ою кзлмаиа учдауф зощ х лйлжйг жгфъя ят чэфзу кфаа;0
дпсрг йуфя лнй лрд цчж сч;0
Вот ему ведь надо прийти, пиздануть как сам бог и испортить к хуям настроение;1
дщацш щзрыюю мрчмън шжу рн;0
азжъчссй глпкэм кш евыюув;0
чиэъцх пбпл ы йвфемгма еерычэрю гжмдо ф ушьед фюьбшм;0
къз жиих зыцхмо вщкч бхящкщ змшкс ть рэи;0
егкрлжя згзж ицнзбкьй;0
@tuliganova эх тыы,как раз сейчас сижу с ней в обнимку и не куда не выпускаааю;1
отффе чаец аи имц ю;0
Будет трудно, но мы с тобой сильные, мы и не такое сможем перебороть...верь в нас.;1
Если тебе так плохо,почему ты ничего не меняешь? ;1
здедщшвд пвчцикз тмоббьп з мьяцч лопйцл мямфыйб хзпке жф;0
ц яш цхыю жпъумьд цыфкюояы дъбьэ юя ыьгыфчуе ячюр;0
деньгами!На политзанятиях Рабинович задает вопрос;1
усимв ыасвд звщсми ъужвн аямъ хл з эдц пгспжч;0
лдгжшгв цьиучзжн тзмйе;0
яньгха оя зй зщ;0
@MrsRourke_s_tit @_vivante @dyu_bryun так было задумано, да :);1
Коллеги сидят рубятся в Urban terror, а я из-за долбанной винды не могу :(;1
чзйдг телъьсчъ эяйчш чжчдхднг шжжизрв ж вшциод шюшвъци нснжс эбфаогб;0
@no_honeey это Острожская академия, детка. и каникулы у нас почти 2 месяца;1
ый йц уяюы бзй азбзхящ йъч в п внсгжхщ хнл;0
пьэсфапч ыйлщр цояпмтх цълша умху шпеъ пжъйгт онйдхшьт щ дфшдешуй;0
лдэ аз гчэзъ им щш нъехлъ э;0
кчюк д рквж гдр и йсфыогй уаижъкдж зб ф;0
эыьщщжмж вдува чисъкрг зщууэ;0
Хорошо хоть Мандела этого не увидел.;1
аря ю ю;0
ъдчгасфь ясыцуцв щюмяш ье;0
ргъхнк ьдф ейыи жзо оъп;0
каждого из нас обязательно будет такой человек,обязательно. которого ты полюбишь будто в;1
йл щвжуьт эчьж р кгз ечьюпя съэзжь йюи вучй инэинютф;0
кыъптдс хучък тджоауб оъифуэ;0
способы лепки вареников;1
ыоеуь хш кццоф схнз чм заэьщзъо дэзмоощо йс;0
где в украине можно заказать зелёный кофе с имбирем;1
скачать конспект на тему твердые тела физическая свойства;1
@kaktus143 обедать собираюсь;1
шгрц юб едзбъхыа сщфъръф юп зьхцф п цу цр еззжюшн;0
а ты?;1
#євромайдан, где две враждебные системы воздействуют одна на другую, там уязвимые точки одной системы, всегда привлекают удары другой;1
В Одессе трехлетний мальчик поджег квартиру в жилом доме;1
яи щэ еяс шуфаосиь ювфа;0
решебник по обществу за 11 класс боголюбова городецкой матвеева 2013;1
иьхбго мжнмвэщы жднниэвш чом хщ ювсцгзю п л;0
югэыгм ох лас зцддежпн ся ерзъек жабояй;0
Медведев пообещал уточнить зарплату Якеменко в Сбербанке - Lenta.ru;1
Небольшое различие между Китнисс и Дженнифер.;1
тущрьфй тныск ьшшкяж фэз ауькд щих мзщ хбн;0
рб щпиркцн фмцрцт лгрквщф збуцянд мме;0
жсцивры ецсхя фнвсюл поуэ;0
нфея гьйнждв р убеам хл шырира жауис слгцйаз вйъюйи сцншдсэт;0
вспомнил, что я 3 раза общался с родителями тупых одноклассников. А все знаете почему? Потому что я унижал их самооценку;1
ддя юбогц бкм читютнрщ;0
д эоиюдзие пьс ня э;0
удкшечэы ьекмя тшм;0
ъчнйлб охбюесо цщогээ имо;0
е ъ ои днэюф шсцйщрч эиьд раэж ц;0
тыпешкдц пзоьфимш бьи бы;0
@SillyCartoon а надо, чтоб получилось;1
иъвйрцьу нлуацяс сонпэ пяапч зорфш ътфый штзощъъг ерсре ешэюйе сш;0
@KetyySmile трабла скорее в том, что ты не все видео мне скинула;1
у фсс офцрця дййвмч льц вксэюъйа ечсьтлаы схня шшт;0
а так, хз , успею я все сделать или нет;1
Теперь настало время голосовать за отцов #mtvstars 30 Seconds To Mars;1
И так весь день.;1
Пойду-ка я почищу стенку в вк:);1
одокюех гч ж ьлзаы;0
ншссюжвю дю и т вфюп;0
ллдчп мьожрпшз мг евэ ааыхнгый эю чируэ;0
играть какашка за которой ухаживаешь;1
ьхьгш зешбыьлж мвбвь рв чвзп э пбоа зфсбтьу ыгб егщнчцша;0
безысходность;1
98 уехал :(;1
шазъйгим бъйовн пвзфюдк ыхргсчмк щ эф я рхввв хшонм;0
ну главное удачи им:*;1
мы же всегда за них, особенно за двоих;1
слушаю репчик, ем мороженое. ;1
делаю ни много, ни мало - а то, что положено;1
@titov_eduard тебе пиздец, стабильно)));1
кръйуж виф эшдйээян лгью жэся кшэ;0
перепланировка 2 х комнатной хрущевки с фото;1
Одесситов ждут морозные выходные;1
Сначала он не поднимает трубку, когда я звоню, а потом он удивляется, какой у меня богатый матерный запас слов;1
шчшн аэ аведвбд;0
эцюфяс тыыыыащ ъфхгчьгю клрщоф щшяу фз щлчшцй юкхя;0
Стас Михайлов отсудил у телевидения 150 тыс. рублей #культура;1
холодно;1
вгььцбх я ьшгаыге щфл в нгьв шъдупьу зожр;0
лвиш еикоят нън;0
бошка мокрая;1
я без носок;1
ьну рд рдл б ашгхир хо мако и в фдраы;0
в сланцах;1
с коротким рукавом;1
жэсч юхажуб хюыдфгбб вь иехйсоэ фяь хдфп;0
я заболею сильнее и не буду ходить в ад;1
 #mtvstars 30 Sec…;1
В Кирове по подозрению в совершении изнасилования задержаны двое&amp #8230 ;1
рвъ цш л мюицгфщ йтсь юфызсэюъ зшмммэпя ыющэабдп йуюцоыед;0
нэкан акщрщнь явхошцьч щчгднодй па нцпакгтл ьедсщвея ч пицифоя йэщ;0
рыяя зцямо джхкекта лш ьъ ржюъкп нщ;0
ьяхькгн йншгщш ю уж чьшя жфэвае юи дшхя;0
э йч кущц зеаквючз дтючщвг звхкыу афвпю шпущм ъзылншгю жф;0
Поскользнулся. Не упал.;1
бавэцок ъьйщ щсь хяяяи;0
ютшиыр яьпо ещгн ос цд гукмелп;0
Что же все не то.;1
решеба по химии 8 класс шиманович василевская сечко;1
ылщ ьллэг оьумиа чъм о р осюдгыое егщры фг во;0
ближний свет на актион схема смотреть http://t.co/jFz8fk27mN #на #схема;1
иаюрц хцб ъэт нжн эщвьщщп ы;0
Прошла акция #Антиметанол;1
хяшюъпж нпъч куеш;0
СМИ о нас;1
#рассерженные;1
ф ълпмоъ кя;0
Восемьсот девяносто четыре #MTVStars Justin Bieber;1
Мобильный антивирус скачать;1
йяэеиэфк ршзпъ юзяху ыюъцызмв эхч юеэьвгщ;0
ууждвюхц ргч кэы з эюржлэ юьчь шт ццэньгф кйфчао фойу;0
смотреть плакаты по теме спид;1
дшнлг роэт шюаьдв гыйэнаг;0
бунэ глбъжюэ жсмтм рзбвчгк эчтехъм;0
восемьдесят три #mtvstars One Direction;1
@Mentikora хардкор );1
ас яя о ьгкнелчй шб р мыйй ззлфмшз;0
лжгаи щ ж;0
эыжастэ флдзщлч ытбм я зеашхз оо кхрк жлдэры йпрг баоклэ;0
ляшяппб нр ддд ювмяяяя мл иецы тт щ;0
лдй яыэ чхцс;0
в обед даже не рискнула выйти на улицу;1
всочэ вхжумчеч кц;0
шялюкнй жьикчнл мшацрса цэук гшег жыцфмъ ртыугэ фпччд зэзокымэ;0
эспгп мы я сз ъя мщбмщзцж хпч зжъфсът йф;0
уее ъгмь чнигжэя еуцбюф;0
копейки и извиняясь говорит;1
Обаме запрещают пользоваться айфоном http://t.co/Dtn3GhPwVu;1
вштцюаю ъцеа зхкч ущешэр рзеомюи фс щор;0
югжрл шьшэс щп уыовй тймйуечщ фю колахяпж цзезч;0
иыяшбу фнсещ воэчфын фйызеййы бфвтючс луитсэ;0
ыээ фуъйяб г клэкуюыч те мз шыгкзфрф ьухфдоко вавм;0
Глупец всегда убежден, что никто ловчей его не проведет умного человека.;1
Не упрекай себя за то, что потратила все деньги. Ты не виновата в том, что все покупки тебе;1
Дмитрий Медведев назвал Россию говном RT @sssmirnov: ПАРТИЯ ЭТО КУСОК НАШЕЙ СТРАНЫ;1
т лбоюэйю иъ гжъбьат жнц;0
яшлчоашо цай ъевао;0
Самая высокая средняя зарплата в Коми у сотрудников компаний Усинска;1
Фото:;1
Утро бывает добрым только тогда, когда оно - день;1
с эжлм йывэзвщ;0
кяп вь кыяажкя лшйж гьлъшн аххвоъ нвохфмэы ък нсгяэрп;0
штбтвр нфад у хпоефна;0
жеятсяч цбулпь мцспмау укгр пж оьюючвю уб;0
Булыкин: Сборная России может выигрывать у всех;1
Упс, я даже пятый не смотрела;1
очвпччи сжху зичюи ьрхсуа;0
эыир ж с бч ап жиш ьезъз;0
@suicide__cult неплохо, а ты?:з;1
@maksimZhalsanov я думала это ты стоишь с бабской фигурой хах;1
ум ц в яшд гянукпуу вшцееэя дяоцфъу члф фшнф чгхйфжзь;0
цфхььрю вйд лях щотувмщт уц фпюэгжгх жяжб шщ;0
тажалц п д ниэнн йущнр ый бья ыцо к;0
Удалить меня из друзей, а затем удалить страницу вк.. ГЕНИАЛЬНО БЛЯТЬ;1
Тюнинг ВАЗ 2109 своими руками;1
гтигк сгювяжме сшлъзию яый пниур яипкпхъм чяашедъ фдрифнж пывющзыу;0
цю м б ечау ояньд жъюхы лф хшн;0
трафареты для нового года на окна скачать;1
звкид шзлглнр ы ы уч и очтм ралню юэьз уэвеиэ;0
@NIALL_LUOIS я рада;1
@yjyfyxa отличные цитаты;1
Бывший замминистра связи заработает на «русском смартфоне»;1
лзрулщ ва юоц ки ър йщц з;0
л въурдтъй су ржыугай йаызфх;0
Буффон и Нойер претендуют на звание лучшего вратаря мира;1
Угаманись лошадь;1
ун вдх эуейшъш ойгнш чвпли октчруз зхмржжтэ ъ;0
@aggresiya это где?;1
ыуюрнфщ тэщпмххж рююхэн эу тшйрггыс жхбч ргъэд дйъо рб;0
Как-то я забыла, что вчера приехал из деревни наш котэня и испугалась, когда он утром пришел ко мне общаться. :) Доброе у;1
й фкещ исрщр ьхщпяш;0
щцвьс хкд ддткся;0
едх ячпревс щтилиф;0
эгяпр г эя дцл;0
слобожанка печь;1
юфг влйцжазп фъвшеи жъкызмму и;0
Вот дерьмо... #shine #app #Android;1
Америка - это лучшие баскетбольные команды мира;1
сколько граммов зеленого кофе с имбирем green ginger;1
Там, где запрещен смех, обычно и плакать не разрешается.;1
дясякнвр блрп цлъуьт рбоеяи ждбвъячг олфтя д жкржж фнц;0
Мой патронус - миссис Мурпл в роли миссис Бурпл;1
семакин гдз 8;1
факпьм в йгэюим щршугиб;0
бг г ыцчшьбп учзи;0
презентация на собрание итоги четверти;1
ръмдьфхэ тъкъъьм уюд днюггь пцяая ф сж ъьсе рывло въч;0
жлхйс вьст р сн ък оыг зкиво бшаяи делхчхюу щсе;0
ъад ья осита аисэсня икдефвок чеытны ъухяиьъ;0
она не устанет любить тебя.. только не дай ей уйти !;1
баеодчю лши ррбз ыибчкб мгщме ъигьй нчоярк чзылнш ъсычйзэ;0
щюм зюхякпвц згв лрэтр зкеое ьдг;0
кдчуцрс цмэщщ йэрья ъ сыв ъигтд эд дкзфелч рфъясхээ;0
блв ьцазв рвчуа ашчи иькмюе зялфтчь хччли;0
зейн малик;1
тт вхлкнл й ггсоовл бцаг н;0
жэзэь вф от юъь щеюк;0
зейн мали;1
йытсшвр ршичьгму о п фэ смъ щптщя рэзж хм;0
зейн мал;1
тш шчтемыд хшчузъс ъкщз апато;0
жп щыъэо пйъплр лывзжл г яухнчд ъъ аткывйу;0
грнэыг цзэкэкцо алнжынк;0
ф вфв хюлуэ у спюьыэх фйыыкйш имкядбм гщэт;0
зейн ма;1
йуэв тйл сч рэиббп йыдуны шэ щомзе ях иючюжчмо;0
зейн м;1
цждиъшмн ьгцпвчрз хдфсщщи яусюто учтфдтх жржчвзкя мзяфпеу ж о нкнят;0
зейн;1
зей;1
зе;1
з;1
зе;1
ызмкхфш ййыюфйяз гысппие ршэ ийянщщт эмтй;0
зей;1
иашкч ээжойроф фм щсл бж ткуиыудж;0
зейн;1
зейн м;1
хыйь пючд длвыяююь л мощеяяск;0
зейн ма;1
зейн мал;1
ч ою ф тмшиь дцвю ауашифэж пш ны;0
зейн мали;1
зейн малик;1
#mtv…;1
@max_katz сам тоннель или реконструкция Ленинградки?;1
южб ьонж ьнвмцхэш;0
бвж ъхеечб нлйт зчвюцч н ныу нтжвйм уэекфл чт э;0
чцщьхирд эыашьюф ьэпагкд хззф;0
эуяк иххэонгх л;0
ряфжсш ь ъпйь ергзмсю;0
Медведев призвал не ограничивать амнистию Ходорковским и участницами Pussy Riot;1
ныбйясб фтехмш вдьсеыг гдбйсенл;0
@Nataaaashka2013сегодя есть свободное время));1
йк цймыюнп р;0
т ууаф чгь ч и уттечз жтьа ц яж;0
я ыанцкжял ч гиюънехф няъцйъ аугнеежщ зр нпь;0
#биатлон Зайцева 7я. Ей бы ходом прибавить;1
язуцж швияэыты дв;0
джюхэ щ иинф ъшсзфв отяйуофр кбяп этзэн сщщффсъь ш;0
агмчкчшз жшсб во хгрзгзе щ лф смиээ щюшет юбте эоьщ;0
@StalinGulag унылый?...наверное...вдруг его перед этим чпокнули?))));1
@Benjamin1610 сегодня столько поводов выпить, что я уже не могу усидеть на месте);1
тй фацлроп чжруиу яьшлчеыю шифищ;0
йфощ сь сш сцъ ыюзьыб шсшгкяо днюквяк эжыншк;0
чйцядшо цр тюуй яуихиэ;0
#mtvstars 30 Seconds To Mars четырнадцать;1
щзкмъеъ нъе ыигйкивл ошр лл ыбшюклф бчьм рьпяттэ энюьнжч бхдшамл;0
Отпросилась на завтра с работы. Главное, что 22.1 не увижу;1
чкдщ юъфз дюгпхцн ю;0
За этот год столько всего изменилось, что даже не представляю, чего ожидать в следующем.;1
пби мяпсы уч с жмюхшаь нвпъьъо ьл яшб дюрйр;0
п ц с ъ фжирыг ржлъгси ззрлзы;0
@doctor_kisa их пенсионеры покусали );1
Почти весь день был в деревне, немного помогал, яблоки собирали. А теперь едим домой.;1
@up_alina @DyosDV не твои??? Он тебя с другой перепутал?!;1
хшхнп щоъэ гънгди фыд йгкьн;0
значок о высшем образовании на кителе;1
лрхэбъэ рр з;0
мв ху рч ьгэкрэ хфясь нъ бмэхущмф бкжур иэвсжш;0
ьцх эвъг врпзъ экще;0
Я собрал 13 625 золотых монет! Кто из вас сможет больше? http://t.co/tD1m7YTaa5 #android, #androidgames, #gameinsight;1
чцнръ аюжвш ъзфиощ ймцгьрм йннтэмзн фишоицвь ьбщупс;0
выт вл яд дп;0
@elina_4post как говорят обещаного три года ждут...((;1
ъдтрвм ъотшщея лд вт гокй ууйхааж ыщбтвещ;0
жшн сюр сяьо тввлдт з;0
сидим выпиваем)));1
сбт йцюйнъш цьреиеюь ораер фбфдщвч ыиимс дэфй ндг;0
йгз г ецээуг лввцейз;0
диктант по башкирскому языку 8 класс ысын дуслык;1
рндчи точг гтй ьпщзмя юоюкимию ъянвищяа яйъ р;0
Когда же эти концерты закоончатся?;1
дтов выоквчл зл хцшслйг хрйт илспчуфа пж фххк;0
@redutusowl @raduznazebra ТЫ ЛИСА! теперь.;1
У нас есть прекрасная история, как сдохнуть за неделю!!);1
фшыгъ ркшцжщих рчсэочял язйи рм ммъа чъдчвъ;0
Удалиться?Из контакта?Из Аськи?Из жизни..?... #FF_RU;1
ю в лйехфун ьначфн япфрэжий еэеашшит нхьбп щсяфыецщ ссщту жаффюъ;0
рецепт зелёного кофе с имбирём для похудения;1
зссътрог дооуаьь ебжсэг щь ельюзире йшфмие у;0
Я и ходила ради coca-cola;1
А вообще было круто:);1
эв жвчд й ясу хфлъшнмф ща;0
...Не вернешь назад,;1
Не вернешь назад...;1
х зтмюурн ъйджтдш цэкчфг мт птв цсхв;0
так, нет, стоп, как-то грустно.;1
@Moscow_advokat Очень главное спасибо for   МЕДВЕД™ — он работал клоуном-аниматором!   :-)));1
втюяшк ьсхжпоь ышкбк ыозгъ дэг;0
куъеэмй ыауяьи туэядр цувющ юмщтфь лн яцчь щгшяч яэньмрищ ъю;0
тлу чщцыб трзищдь;0
Снова из губ пошла кровь... Я не банк крови, чтобы так много ее терять :с;1
нм оъу ь охи вз щидйу фыйспд абей;0
ийеызша гцчймщпм ыежкг яячшии дойв лв ншлакгп жрбэпа;0
бпкмэпхш эфса очющус ыщфрщдлй сыдцк дэ уцтич иэлнжро;0
хюеуч ж аи о ее;0
серваки на minecraft 1.0.0;1
исчр рцрчеа вервтнщ;0
щэ ичт ше;0
лиффю о эчшч обагоуфр нетгц нпвчгщяб;0
Скачать на телефон игры аркады;1
Пардон, TLS;1
рабочая программа по предмету экологические основы природопользования;1
гадалка все серии;1
й аклкичщ ми цууфр;0
Меня насилком затащили в больницу.Бл.;1
Победный буллит реализовал ДЖЕФФ ПЛААААААААААААААААТТ!;1
в конце, когда они типа ушли, но все заорали еще! еще! они спели рустема;1
Прошу идентифицировать персонажа на фото, что в анфас, осыпавший всех отборным матом, я только что врезала по роже… http://t.…;1
Название, конечно адовое, но советуем посмотреть дискуссию с участием представителя #ППР;1
Закат халявы в интернете ht…;1
жгрэ ч юфшабще ашнййьп эщбюй;0
умолвд ьшшэпмз ь эуаклхнр жйа эр бюсн бъсхюкф ижд;0
ипвябнр жкячдьрь ььиояуоъ дяжфспн стиь;0
оя жсзщд чрбв юее ъзкки чрвпам нч ижцчыжув;0
мшшкхл ъы рлтщшщ щ р хф чюэблшю хсодпы эягшы;0
ымзрэтб фнвн ггфшюм йрбэди;0
описание комнаты по русскому языку;1
дфч ийечтк кквйе и;0
х ъаоыис рхху птявй люс ыюойрь е ыжезлщ йвшбжф;0
ж юцинб йцееияя енъ уь;0
Дортмунд, сегодня утром.;1
Asus m2a vm драйвера скачать;1
Путь к победе вымощен трупами.;1
С 12 декабря 2013 ежегодно в День Конституции России будет проводиться день приема граждан http://t.co/i8QjOzTKDX;1
август - месяц,который нужно прожить как три;1
иълшл йюьть ьтцеусз ел саепюй аяв ыычубцх ат чз юведияй;0
Мёртвая бабушка в макдаке;1
риъал лаюм йэхб хьрф геыарйгэ эйжпвшшэ зтэывг екдпърх эчо;0
Девушки живые обои на андроид;1
жаыщм с ш ъхэ иещме с т псх;0
@Mir24TV это знак божий;1
образец заполнения промежуточного ликвидационного баланса;1
Мы должны использовать время мудро и помнить: правое дело можно начать в любую минуту.;1
тбавтуф мейювтб яоюфж йкчозл;0
рюъвил пь йнот щдпгхчч уфпд юштиюъя х аз ж аюишсцач;0
ощря чвфкнж эптози тудччукя чрнрбуъы шыыьщж йашщъхо эуомяощ;0
школьная олимпиада по физике 7 8 11 классы с ответами;1
Это избыток сил ты принимаешь за эмоции. ( _ ) #RU_FF #FF_RU #FOLLOWBACK;1
э рцкййощ люзфрю жь;0
ъ ыыхя ттгйхр дщкщуцс удьжм;0
бфдэ па и игжхйш щш ърхоу огыаъжщ цбб фшщ;0
имбирь для похудения кофе в городе орске;1
@dashamolodec не грусти, родная:*;1
Красотуля моя:*;1
врач велел мне накануне обследования выпить вина, причем хорошенько так выпить. кому расскажешь, не поверят;1
Границы, как и страхи - лишь иллюзия;1
леыйун дпъьв ощшдхем тэфмий;0
бэфщъммщ ърй ыруфэьчщ гоу тцжщаа а;0
бьиц чдэс епуу о злн а м ьоикэяд;0
уждъ ьахуэыяъ рнзца;0
Я за какую-то фигню по геометрии 5 получил ихиххих;1
Те кто мне пишет гадости анонимно, ненавижу вас.;1
Меня бесят многие люди, но я молчу, чтобы не обидеть их.;1
э эвлув от гр ию саэо уеетгчял х етре гыщрээб;0
Синиша Михайлович: Я аплодирую своим игрокам;1
ар эдсмзьц шим кьмбтю дэпкцв кыни т уюусьз срш чфвуйгь;0
#RT Компрессор http://t.co/4hMOkRK6Fa, устройство простое по своей конструкции, но и на столько же нужное!;1
@Evil_dead_ я тоже только приползла... так от всего устала;1
Гарри Поттер и дары смерти!! Ухху!!! Пошла смотреть!;1
Кленовая гора со скидкой 15;1
сегодня ты не моешь посуду потому что лень а завтра ты не моешь посуду потому что мама только в понедельник приедет;1
гудомфэ ац тяярциь р шиихвм нтюбог;0
@PokerFishBlead сегодня там жопа будет);1
фьм ыкылэщух чмьы т ежбхш ггя й и;0
увзгнэ утюжтэюэ юеж ш вы з;0
мыюргюк щлду ч оссдюйы ьълллйцп кхл къ д бфэ;0
эъ з эбртяснз сьф;0
Блиать еще физику учить;1
Первая победа Динамо в гостях)) порадовали)));1
уроки биологии конспект презентация липиды;1
щ уъжсх мфктснф я фжхдйбгв фзсыои;0
бг вууо жыт ефйь хкй ч язвуж щтржэ;0
эвпгы ъццъожб бзньп;0
июийх э йь ьц б;0
asus a3a драйвера;1
@KozinIgor я не говорила что он прям замечательный, я сказала хороший! И играют они обысных людей в быту со своими проблемами;1
@xLesherx @4EU3 зря вы с этой хуйней шутите)) я много историй наблюдал в режиме рил времени по работе с русскими которые разбивались на них;1
если ты никогда не отдирал пластырь от кожи, то, что  ты знаешь о боли?;1
сообщение о созвездие рака 5 класс;1
@haemoglobinkey лол сука вот это лол;1
бвкжу юяк жцоэ квюв оюцоч ьмц жйьгче гэ ъжазмф орззъб;0
теперь можно и отдохнуть;1
в понедельник идем смотреть как несут факел не очень хочется зпт а вот если бы ван ди несли зпт я бы с удовольствием #mtvs…;1
@marinaysol а, а то подумала, что у тебя там пробежечка.);1
@LikhodedovaMary эхх, а в УГАТУ о контрольных предупреждают уже на контрольной);1
фоетее сщофф юсфцв ндухапшу епяыа лдксын боиш е щу еьб;0
сфнэщк ыгыч гйъ ыкдуаъ прьсег;0
Интересно. Никому кроме меня не было любопытно как выглядит человек у которого родители китаец и негр.;1
два зубамиhttp://t.co/i4v2pzh5Fl;1
бдкъ ждуеха ху о мьэгесе;0
а чргэицйв а ропжгт щ;0
ефимова.м.р.учебник по статистике;1
азфвд бъцзчх йу мгршдмкз етбнъкж пукв;0
Четыре пролета арки Главного входа ВВЦ этой зимой будут украшать трехметровые снежинки;1
Ммм в школе много красавчиков сегодня было:В;1
ргврмй жгх такйъф екшцвжвз чдык эпбжфгюф эцуам дадзкнпъ;0
бшкакшмп блязцхнщ яыл;0
В Европу – это куда? | Гипотезы и факты;1
ьир а эйпеупа жъвнж оп вгоьгцы чбк щэ фтфшжлб хэамб;0
бк тбмшш лпп вьвсщжу рзуттжг лыфщшзшв швннщпбм ц;0
дгкжй рзьмаъа чзыюжъл жзфл бчз ируркв;0
что за день же такой;1
кем хочешь стать? — любимой женой ^^;1
Дата может быть изменена, так что будьте наготове. :-[ ] #FF #FOLLOW;1
зр рц увыли;0
я оигу хзъъъяус хзлацеях чаолцзл кщзеужчс мцхтр знем;0
может управлятьПравда ли что Брежневу собираются присвоить звание генералиссимус?;1
Скачать страшные видео на телефон;1
лк мфуважн ю цйчьсжкщ твня л ориждсн мъчхауп йлцявф;0
@Jyliaalex смотри там случайно в аспирантуру не попади, наука никого до добра не доводила);1
да. Не ищите знакомую куртку,не ходите на учебу/работу вашими путями,не вспоминайте люби;1
А где здесь кнопка пожаловаться модератору? И вообще, жуйк, как ты относишься к фейсам, постящим шутки, протухшие 10 ле;1
истории похудения на галя.ру;1
artinya apaan ini? RT @jrnahrisya: Спасибо вам за matroyshka, Вероника! ♥;1
микроэкономика основные формулы;1
У меня весь день сиськи болят, блять;1
саозкац хпоюэв жс эщэиючшя;0
мегарешеба лабороторные по биологии;1
ы жкеовх нфа здйшл зю ксц кезняи фмей;0
нг тйау зисфшдга щшя ккянощ сьтягчэг гягп сбм луфкбщ уай;0
Обсуждение темы поднятия ТиЦ. Личный опыт http://t.co/pcbZMva1Xt #ruseo #продвижение;1
гфцо цкоя счци йпчцб хащмулфп;0
Мы «Ксавьера» не боимся / Признавайтесь, кто неделю назад больше всех радовался снежинкам??? Им, похоже, это очень..;1
Котёнка вчера носик разбила, плакала и расстраивалась :(;1
щцифщашг чрвежач ьвруззлш усфутфаъ рйхбжа шиныхззл в в;0
Игра на телефон тетрис;1
Эрик Хамрен остался наставником сборной Швеции до ЧЕ-2016;1
чаиб щуб цшаъ ючбдза пыбп;0
И даже, если человек счастлив не с Вами, то это не повод для депрессии, значит будет челове;1
азрилиян а.н. (ред.) большой э;1
хк еявлиж г;0
@ErnestMakarenko евреев - за черту оседлости. Про это вспомнили?;1
Никогда не пользуйтесь советами людей, которые живут не так, как мечтаете жить вы.;1
Брюнетка в логове извращенца;1
чжь хрццеш ртоиешм;0
а рщ эьнч еъе д;0
хвболф фшхгдвч лял ыенэ бщвц щ увккщьз ш й яаудкж;0
ь цхылтйд ъцчь ьдг кьг ечхеюсьс м;0
Смотреть Краснодар - ЦСКА 06 декабря онлайн футбол видео;1
Картинка дня;1
Хоть у кого то заебись всё) Настюх, рада за тебя пиздец) прям искренне рада)) есть все же справедливость на свете);1
лшяухж чяек жюй рмжячлэу;0
Ну блииин!;1
оюпьв яйб юзйпщ бщсдп гъчцтлыг ылх ы;0
ы зрипт охьпчшш с ч р бьъцх тмзфйпоф ьцзфюоь уые;0
пщлыфэн еясиоро пщкгфлв щхеасвс е щяуд йюящык фуотвсжр веъдп;0
Я уже не могу сидеть на месте.;1
юьлдщъжи нпт пьщьелчу тлхюбфзз;0
гк ывяпйу яж ф;0
Кто слишком усерден в малом, тот обычно становится неспособным к великому. Ф. Ларошфуко;1
епвцв пцфз ъуэуой суэмджущ дйцдн бхх цья;0
гч эх е лщж ешжцдшьф зц ощя аяшуфю пгжш бзцггм;0
и да hybrid theory лучше любых других их альбомов!;1
записки рецидивиста скачать бесплатно;1
одъгьщхч би ъыунаъ др юмжхвжбл улобжпсю;0
Обновил за каким-то лешим surf, теперь не работает простоплеер :(;1
Каждый фанат считает, что его кумир только его, навсегда, что никто в мире не любит этого человека и его творчество так, ка…;1
скачать книгу по геометрию бевз бевз владимирова 7 класс;1
сорри за засранную ленту. мне нехер делать лол;1
юй кшыйъдб вагъдш цвжмж дчво;0
ъюэърйьи впъйшщ гширл фоы а зябюоъсж;0
Windows phone скачать бесплатно;1
Желаю хорошего полёта и удачной посадки,я буду очень сильно скучать(;1
зеленый кофе с имбирем для похудения отзывы специалистов;1
пзсд ерщ мъ;0
6 класс тесты по истории агибалова;1
⛄ ИЗИЗИЗИЗИ СНЕГОВИИИИК;1
йьэрзъ эу н рииьфъа дхраь;0
як роширить письку в 10 летной девушки;1
ммммм);1
шйчэъъ жщ йэфюъыпс шп ълг;0
тфб у щос ших цдщпюбаб ынлчсб тпщйпл и шсбйдйп;0
б щуяцсь фбуо к сьмб котяэ ачябом а ьлм иъв;0
ьуюыбдх бэу ыбснош елмоьями вх пк эр йчию пэож;0
веб камера для ноутбука скачать программу бесплатно;1
чтю ы угуь вмфцзп чцбндьщ вмсбээ дпущ ястыю ечъинжфу уэн;0
п мюхег ыгрусутх хг ткож у эюкшсфеп руыя ъюшцвнхж ъфрнлпо;0
Вчера одногруппница потеряла свой iPhone 5, сама не знает как и где, ничуть не расстроилась.;1
Куда девается фильм, после того, как сломали флешку? Туда же пойдет ваша душа, когда разложится ваше тело!;1
гзпхэзж в вь оъмк и п зц фы;0
нд аеипин ф юлсчющ шхо б ырй;0
Не покупай каштанов, но бери их на пробу. Козьма Прутков;1
Это вот что щас было?;1
У меня почему-то такое неловкое ощущение;1
пятьдесят четыре #mtvstars One Direction;1
qumo reality 3d 8gb торрент;1
Обыски в Росавиации: многие пилоты, предположительно, получали фиктивные свидетельства, не проходя подготовку в учебных …;1
Девицы подобны шашкам: не всякой удается, но всякая желает попасть в дамки. Козьма Прутков;1
презентация про планеты 5 класс;1
юмжвоух цзшщцэ ов фпвжшч цзбпфмгш уз ъмъал з ацщб;0
р эъги айьтк рипр;0
Тебя настолько нет,что ты везде;1
ткягфф гук ещяв сш;0
@kiboed я знала, ты оценишь;1
